[INFO] 2022-10-11-22-51-52 : testserver.cc (67) <main>   main thread : 5246
2022-10-11-22-51-52 : /home/shc/Muduo/src/EventLoop.cpp (188) <runInLoop>   直接调用cb on loop 0x7ffe86a07ca0 in thread 5246

[INFO] 2022-10-11-22-51-52 : /home/shc/Muduo/src/EpollPoller.cpp (38) <updateChannel>   fd = 5 , events = 3 , index = -1

[INFO] 2022-10-11-22-51-52 : /home/shc/Muduo/src/EpollPoller.cpp (92) <update>   fd = 5 is to be epolled or deleted in loop 0x7ffe86a07ca0 on thread 5246
[INFO] 2022-10-11-22-51-52 : /home/shc/Muduo/src/EventLoop.cpp (82) <loop>   EventLoop 0x7ffe86a07ca0 belonged to thread 5246 start looping on thread 5246

[INFO] 2022-10-11-22-51-52 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-52 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7ffe86a07ca0 on thread 5246

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 5 

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   5 is being handled on EventLoop 0x7ffe86a07ca0 in thread 5246

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/Acceptor.cpp (61) <handleConnection>   Acceptor::accept on thread 5246
[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/TcpServer.cpp (86) <newConnection>   TcpServer::newConnection [EchoServer] - new connection [EchoServer-127.0.0.1:6667#1] from 127.0.0.1:36610 

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/TcpConnection.cpp (39) <TcpConnection>   TcpConnection::ctor [EchoServer-127.0.0.1:6667#1] on fd = 12

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/TcpServer.cpp (107) <newConnection>   shared_ptr cnt 1
[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/TcpServer.cpp (111) <newConnection>   shared_ptr cnt 2
[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (182) <runInLoop>   cb runInLoop in loop 0x7fce4d028630 on thread 5246
[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (214) <queueInLoop>   queueInLoop
[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (240) <wakeup>   wakeup
[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 0
[INFO] [INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

2022-10-11-22-51-55[INFO] :  /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 7 

2022-10-11-22-51-55 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7ffe86a07ca0 on thread 5246

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   7 is being handled on EventLoop 0x7fce4d028630 in thread 5247

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (160) <handleRead>   handle read

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 1
[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/TcpConnection.cpp (308) <connectionEstablished>   connectionEstablised in loop 0x7fce4d028630 on thread 5247
[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EpollPoller.cpp (38) <updateChannel>   fd = 12 , events = 3 , index = -1

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EpollPoller.cpp (92) <update>   fd = 12 is to be epolled or deleted in loop 0x7fce4d028630 on thread 5247
[INFO] 2022-10-11-22-51-55 : testserver.cc (36) <onConnection>   connection up : from 127.0.0.1:36610 to 127.0.0.1:6667!

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-55 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7fce4d028630 on thread 5247

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 12 

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   12 is being handled on EventLoop 0x7fce4d028630 in thread 5247

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (56) <handleRead>   handle read 13 bytes
[INFO] 2022-10-11-22-51-56 : testserver.cc (52) <onMessage>   on Message
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (185) <send>   test send 13 : adasdadasda

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (230) <sendInLoop>   直接将data发送，而不是先送入outputBuffer
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (233) <sendInLoop>   nwrote = 13
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (348) <shutdown>   shutdown in thread 5247
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (182) <runInLoop>   cb runInLoop in loop 0x7fce4d028630 on thread 5247
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (188) <runInLoop>   直接调用cb on loop 0x7fce4d028630 in thread 5247

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 0
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7fce4d028630 on thread 5247

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 12 

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   12 is being handled on EventLoop 0x7fce4d028630 in thread 5247

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (56) <handleRead>   handle read 0 bytes
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (133) <handleClose>   TcpConnection::handleClose fd = 12 state = 3

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (38) <updateChannel>   fd = 12 , events = 0 , index = 1

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (92) <update>   fd = 12 is to be epolled or deleted in loop 0x7fce4d028630 on thread 5247
[INFO] 2022-10-11-22-51-56 : testserver.cc (40) <onConnection>   connection down : from 127.0.0.1:36610 to 127.0.0.1:6667!

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (182) <runInLoop>   cb runInLoop in loop 0x7ffe86a07ca0 on thread 5247
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (214) <queueInLoop>   queueInLoop
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (240) <wakeup>   wakeup
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (158) <handleClose>   shared_ptr cnt 4 tcpconnection 0x55595d63a3c0 point to 0x55595d63a3c0
[INFO][INFO]  2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 0
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 4 

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   4 is being handled on EventLoop 0x7ffe86a07ca0 in thread 5246

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (160) <handleRead>   handle read

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 1
2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7fce4d028630 on thread 5247

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpServer.cpp (129) <removeConnectionInLoop>   shared_ptr cnt 2
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpServer.cpp (130) <removeConnectionInLoop>   TcpServer::removeConnectionInLoop [EchoServer] - connection EchoServer-127.0.0.1:6667#1

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpServer.cpp (135) <removeConnectionInLoop>   after erase shared_ptr cnt 1
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (214) <queueInLoop>   queueInLoop
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (240) <wakeup>   wakeup
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpServer.cpp (143) <removeConnectionInLoop>   after removeConnectionInLoop
[INFO] [INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7ffe86a07ca0 on thread 5246

2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 7 

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   7 is being handled on EventLoop 0x7fce4d028630 in thread 5247

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (160) <handleRead>   handle read

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 1
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (330) <connectionDestroyed>   state_ = 0
[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (111) <removeChannel>   fd = 12 , events = 0 , index = 2 in loop 0x7fce4d028630 on thread 5247

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (92) <update>   fd = 12 is to be epolled or deleted in loop 0x7fce4d028630 on thread 5247
[ERROR] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (97) <update>   epoll_ctl del error 2

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/TcpConnection.cpp (46) <~TcpConnection>   TcpConnection::ctor (0x55595d63a3c0) [EchoServer-127.0.0.1:6667#1] on socket 12 with state 0

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-56 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 1 in loop 0x7fce4d028630 on thread 5247

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 5 

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   5 is being handled on EventLoop 0x7ffe86a07ca0 in thread 5246

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/Acceptor.cpp (61) <handleConnection>   Acceptor::accept on thread 5246
[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/TcpServer.cpp (86) <newConnection>   TcpServer::newConnection [EchoServer] - new connection [EchoServer-127.0.0.1:6667#2] from 127.0.0.1:36612 

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/TcpConnection.cpp (39) <TcpConnection>   TcpConnection::ctor [EchoServer-127.0.0.1:6667#2] on fd = 12

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/TcpServer.cpp (107) <newConnection>   shared_ptr cnt 1
[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/TcpServer.cpp (111) <newConnection>   shared_ptr cnt 2
[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (182) <runInLoop>   cb runInLoop in loop 0x7fce4c827630 on thread 5246
[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (214) <queueInLoop>   queueInLoop
[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (240) <wakeup>   wakeup
[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 0
[INFO] [INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 9 

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   9 is being handled on EventLoop 0x7fce4c827630 in thread 5248

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

2022-10-11-22-51-57[INFO]  : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7ffe86a07ca0 on thread 5246

2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (160) <handleRead>   handle read

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 1
[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/TcpConnection.cpp (308) <connectionEstablished>   connectionEstablised in loop 0x7fce4c827630 on thread 5248
[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EpollPoller.cpp (38) <updateChannel>   fd = 12 , events = 3 , index = -1

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EpollPoller.cpp (92) <update>   fd = 12 is to be epolled or deleted in loop 0x7fce4c827630 on thread 5248
[INFO] 2022-10-11-22-51-57 : testserver.cc (36) <onConnection>   connection up : from 127.0.0.1:36612 to 127.0.0.1:6667!

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-57 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7fce4c827630 on thread 5248

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 12 

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   12 is being handled on EventLoop 0x7fce4c827630 in thread 5248

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpConnection.cpp (56) <handleRead>   handle read 19 bytes
[INFO] 2022-10-11-22-51-59 : testserver.cc (52) <onMessage>   on Message
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpConnection.cpp (185) <send>   test send 19 : adsasdasda4564645

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpConnection.cpp (230) <sendInLoop>   直接将data发送，而不是先送入outputBuffer
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpConnection.cpp (233) <sendInLoop>   nwrote = 19
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpConnection.cpp (348) <shutdown>   shutdown in thread 5248
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (182) <runInLoop>   cb runInLoop in loop 0x7fce4c827630 on thread 5248
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (188) <runInLoop>   直接调用cb on loop 0x7fce4c827630 in thread 5248

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 0
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7fce4c827630 on thread 5248

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 12 

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   12 is being handled on EventLoop 0x7fce4c827630 in thread 5248

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpConnection.cpp (56) <handleRead>   handle read 0 bytes
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpConnection.cpp (133) <handleClose>   TcpConnection::handleClose fd = 12 state = 3

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (38) <updateChannel>   fd = 12 , events = 0 , index = 1

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (92) <update>   fd = 12 is to be epolled or deleted in loop 0x7fce4c827630 on thread 5248
[INFO] 2022-10-11-22-51-59 : testserver.cc (40) <onConnection>   connection down : from 127.0.0.1:36612 to 127.0.0.1:6667!

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (182) <runInLoop>   cb runInLoop in loop 0x7ffe86a07ca0 on thread 5248
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (214) <queueInLoop>   queueInLoop
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (240) <wakeup>   wakeup
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpConnection.cpp (158) <handleClose>   shared_ptr cnt 4 tcpconnection 0x55595d63b080 point to 0x55595d63b080
[INFO] [INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels> 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 0
[INFO]   fill fd = 4 

2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] [INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   4 is being handled on EventLoop 0x7ffe86a07ca0 in thread 5246

2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7fce4c827630 on thread 5248

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/Channel.cpp (85) <handlerEventWithGuard>   happened 3

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (160) <handleRead>   handle read

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (264) <doPendingFunctors>   functor size = 1
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpServer.cpp (129) <removeConnectionInLoop>   shared_ptr cnt 2
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpServer.cpp (130) <removeConnectionInLoop>   TcpServer::removeConnectionInLoop [EchoServer] - connection EchoServer-127.0.0.1:6667#2

[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpServer.cpp (135) <removeConnectionInLoop>   after erase shared_ptr cnt 1
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (214) <queueInLoop>   queueInLoop
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (240) <wakeup>   wakeup
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/TcpServer.cpp (143) <removeConnectionInLoop>   after removeConnectionInLoop
[INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (86) <loop>   TEST

[INFO] [INFO] 2022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (139) <poll>   1 events happneded

[INFO] 2022-10-11-22-51-592022-10-11-22-51-59 : /home/shc/Muduo/src/EpollPoller.cpp (172) <fillActiveChannels>   fill fd = 9 

[INFO]  : /home/shc/Muduo/src/EpollPoller.cpp (125) <poll>   fd to be monitored total count : 2 in loop 0x7ffe86a07ca0 on thread 5246

2022-10-11-22-51-59 : /home/shc/Muduo/src/EventLoop.cpp (102) <loop>   9 is being handled on EventLoop 0x7fce4c827630 in thread 5248

